site_name,date,ndvi
Eureka Dunes,2001-01-01,0.5270841669134295
Eureka Dunes,2001-07-01,0.5343584050920719
Eureka Dunes,2002-01-01,0.6830340967787267
Eureka Dunes,2002-07-01,0.7564165404779978
Eureka Dunes,2003-01-01,0.7531965726123611
Eureka Dunes,2003-07-01,0.6839080211570283
Eureka Dunes,2004-01-01,0.6923070671837425
Eureka Dunes,2004-07-01,0.4899753591667211
Eureka Dunes,2005-01-01,0.49020587483641176
Eureka Dunes,2005-07-01,0.2658875009069705
Eureka Dunes,2006-01-01,0.2690922525161463
Eureka Dunes,2006-07-01,0.29578257466006963
Eureka Dunes,2007-01-01,0.10907263806508682
Eureka Dunes,2007-07-01,0.24020667303911294
Eureka Dunes,2008-01-01,0.35117401926704794
Eureka Dunes,2008-07-01,0.5136617165892484
Eureka Dunes,2009-01-01,0.5753785623624537
Eureka Dunes,2009-07-01,0.5294729524623498
Eureka Dunes,2010-01-01,0.5890988856786245
Eureka Dunes,2010-07-01,0.8
Eureka Dunes,2011-01-01,0.6564299343906798
Eureka Dunes,2011-07-01,0.48145190625309964
Eureka Dunes,2012-01-01,0.4575147530513384
Eureka Dunes,2012-07-01,0.41776698242188715
Eureka Dunes,2013-01-01,0.3559271233477993
Eureka Dunes,2013-07-01,0.15956469242599286
Eureka Dunes,2014-01-01,0.15214744207057657
Eureka Dunes,2014-07-01,0.1
Eureka Dunes,2015-01-01,0.3036681164226073
Eureka Dunes,2015-07-01,0.3496571520100867
Eureka Dunes,2016-01-01,0.5313802345327951
Eureka Dunes,2016-07-01,0.6551410862923565
Eureka Dunes,2017-01-01,0.7539120976902313
Eureka Dunes,2017-07-01,0.6969553975197029
Eureka Dunes,2018-01-01,0.7459697486572916
Eureka Dunes,2018-07-01,0.5581609374069213
Eureka Dunes,2019-01-01,0.5123532285946394
Eureka Dunes,2019-07-01,0.39077857734988564
Eureka Dunes,2020-01-01,0.18623816423029527
Eureka Dunes,2020-07-01,0.23167178079824366
Eureka Dunes,2021-01-01,0.18707963234161215
Eureka Dunes,2021-07-01,0.14959772804357452
Eureka Dunes,2022-01-01,0.25749412326903204
Eureka Dunes,2022-07-01,0.25971762751905736
Eureka Dunes,2023-01-01,0.33621393507983854
Eureka Dunes,2023-07-01,0.5574855799024528
Eureka Dunes,2024-01-01,0.5912867892080961
Eureka Dunes,2024-07-01,0.7898945676166549
White Mountains,2001-01-01,0.4521050062635479
White Mountains,2001-07-01,0.609520409690045
White Mountains,2002-01-01,0.6775676800523383
White Mountains,2002-07-01,0.6735461049072633
White Mountains,2003-01-01,0.8
White Mountains,2003-07-01,0.7178141894923563
White Mountains,2004-01-01,0.6167761798064487
White Mountains,2004-07-01,0.527974611028111
White Mountains,2005-01-01,0.4427369236681433
White Mountains,2005-07-01,0.31950149423302365
White Mountains,2006-01-01,0.1
White Mountains,2006-07-01,0.23823684758027658
White Mountains,2007-01-01,0.22467296191250322
White Mountains,2007-07-01,0.31242169448314105
White Mountains,2008-01-01,0.42279255530066395
White Mountains,2008-07-01,0.5684671687790827
White Mountains,2009-01-01,0.5625876350878718
White Mountains,2009-07-01,0.7420239054538402
White Mountains,2010-01-01,0.7355071310418347
White Mountains,2010-07-01,0.7686721495789999
White Mountains,2011-01-01,0.717486077871441
White Mountains,2011-07-01,0.6269143055214087
White Mountains,2012-01-01,0.4372931060647567
White Mountains,2012-07-01,0.38058893561125384
White Mountains,2013-01-01,0.3277304131419129
White Mountains,2013-07-01,0.19202030085132166
White Mountains,2014-01-01,0.19734559615078212
White Mountains,2014-07-01,0.28274242523498583
White Mountains,2015-01-01,0.3605776315541336
White Mountains,2015-07-01,0.4408688530954248
White Mountains,2016-01-01,0.4789306318005926
White Mountains,2016-07-01,0.5648859083117428
White Mountains,2017-01-01,0.7659689678187883
White Mountains,2017-07-01,0.7352023413590204
White Mountains,2018-01-01,0.7143011940993909
White Mountains,2018-07-01,0.6492756064476222
White Mountains,2019-01-01,0.5086832044827891
White Mountains,2019-07-01,0.4950614518803558
White Mountains,2020-01-01,0.3514196110212805
White Mountains,2020-07-01,0.27078311124181587
White Mountains,2021-01-01,0.27874101426324716
White Mountains,2021-07-01,0.2684517975844042
White Mountains,2022-01-01,0.3361509449404694
White Mountains,2022-07-01,0.3189571253916
White Mountains,2023-01-01,0.47472020789884595
White Mountains,2023-07-01,0.6168177092445256
White Mountains,2024-01-01,0.583787654497777
White Mountains,2024-07-01,0.6586894430124349
Tuolumne County,2001-01-01,0.3855668720586666
Tuolumne County,2001-07-01,0.4842938001378748
Tuolumne County,2002-01-01,0.6682155510616706
Tuolumne County,2002-07-01,0.7590929599070918
Tuolumne County,2003-01-01,0.8
Tuolumne County,2003-07-01,0.7506197589917517
Tuolumne County,2004-01-01,0.5506482550735459
Tuolumne County,2004-07-01,0.6010922981500225
Tuolumne County,2005-01-01,0.33819192253812713
Tuolumne County,2005-07-01,0.27536062116786386
Tuolumne County,2006-01-01,0.17082070126893173
Tuolumne County,2006-07-01,0.15883280116199824
Tuolumne County,2007-01-01,0.198125739365927
Tuolumne County,2007-07-01,0.26265566643225335
Tuolumne County,2008-01-01,0.35751614462120307
Tuolumne County,2008-07-01,0.48437336203555914
Tuolumne County,2009-01-01,0.5648662760732305
Tuolumne County,2009-07-01,0.652607271794902
Tuolumne County,2010-01-01,0.6343781876133907
Tuolumne County,2010-07-01,0.7048750535228476
Tuolumne County,2011-01-01,0.6459092728683387
Tuolumne County,2011-07-01,0.7369490118979884
Tuolumne County,2012-01-01,0.39038752217809225
Tuolumne County,2012-07-01,0.35692103860718216
Tuolumne County,2013-01-01,0.16346968743775447
Tuolumne County,2013-07-01,0.1
Tuolumne County,2014-01-01,0.1733988527918457
Tuolumne County,2014-07-01,0.14294282569089334
Tuolumne County,2015-01-01,0.2774399594465812
Tuolumne County,2015-07-01,0.3618789183011234
Tuolumne County,2016-01-01,0.47137910233210933
Tuolumne County,2016-07-01,0.5011492214710205
Tuolumne County,2017-01-01,0.6269460716475888
Tuolumne County,2017-07-01,0.7431048485253688
Tuolumne County,2018-01-01,0.7510180609360355
Tuolumne County,2018-07-01,0.6286244597726719
Tuolumne County,2019-01-01,0.5576735059732337
Tuolumne County,2019-07-01,0.5033126207431897
Tuolumne County,2020-01-01,0.4049979166326203
Tuolumne County,2020-07-01,0.16704129805658005
Tuolumne County,2021-01-01,0.16834841314329194
Tuolumne County,2021-07-01,0.2379596729206215
Tuolumne County,2022-01-01,0.18756700875862325
Tuolumne County,2022-07-01,0.2979381695581201
Tuolumne County,2023-01-01,0.40924839646536515
Tuolumne County,2023-07-01,0.4832789174961598
Tuolumne County,2024-01-01,0.6131126830112393
Tuolumne County,2024-07-01,0.7077499771127674
